pmid,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
28725744,Spaceflight modulates gene expression in the whole blood of astronauts,"Barrila J, Ott CM, LeBlanc C, Mehta SK, Crabbé A, Stafford P, Pierson DL, Nickerson CA.",NPJ Microgravity. 2016 Dec 8;2:16039. doi: 10.1038/npjmgrav.2016.39. eCollection 2016.,Barrila J,NPJ Microgravity,2016,7/21/17,PMC5515525,,10.1038/npjmgrav.2016.39
27994557,Intervertebral Disc Swelling Demonstrated by 3D and Water Content Magnetic Resonance Analyses after a 3-Day Dry Immersion Simulating Microgravity,"Treffel L, Mkhitaryan K, Gellee S, Gauquelin-Koch G, Gharib C, Blanc S, Millet C.",Front Physiol. 2016 Dec 5;7:605. doi: 10.3389/fphys.2016.00605. eCollection 2016.,Treffel L,Front Physiol,2016,12/21/16,PMC5136574,,10.3389/fphys.2016.00605
28725743,"Exposure of Mycobacterium marinum to low-shear modeled microgravity: effect on growth, the transcriptome and survival under stress","Abshire CF, Prasai K, Soto I, Shi R, Concha M, Baddoo M, Flemington EK, Ennis DG, Scott RS, Harrison L.",NPJ Microgravity. 2016 Dec 1;2:16038. doi: 10.1038/npjmgrav.2016.38. eCollection 2016.,Abshire CF,NPJ Microgravity,2016,7/21/17,PMC5515531,,10.1038/npjmgrav.2016.38
28039409,Internal jugular pressure increases during parabolic flight,"Martin DS, Lee SM, Matz TP, Westby CM, Scott JM, Stenger MB, Platts SH.",Physiol Rep. 2016 Dec;4(24):e13068. doi: 10.14814/phy2.13068.,Martin DS,Physiol Rep,2016,1/1/17,PMC5210371,,10.14814/phy2.13068
27907194,Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,"Choi S, Ray HE, Lai SH, Alwood JS, Globus RK.",PLoS One. 2016 Dec 1;11(12):e0167391. doi: 10.1371/journal.pone.0167391. eCollection 2016.,Choi S,PLoS One,2016,12/2/16,PMC5132293,,10.1371/journal.pone.0167391
27844457,Application of the ATP assay to rapidly assess cleanliness of spacecraft surfaces: a path to set a standard for future missions,"Benardini JN, Venkateswaran K.",AMB Express. 2016 Dec;6(1):113. doi: 10.1186/s13568-016-0286-9. Epub 2016 Nov 14.,Benardini JN,AMB Express,2016,11/16/16,PMC5108744,,10.1186/s13568-016-0286-9
27920669,"The Neurovestibular Challenges of Astronauts and Balance Patients: Some Past Countermeasures and Two Alternative Approaches to Elicitation, Assessment and Mitigation","Lawson BD, Rupert AH, McGrath BJ.",Front Syst Neurosci. 2016 Nov 22;10:96. doi: 10.3389/fnsys.2016.00096. eCollection 2016.,Lawson BD,Front Syst Neurosci,2016,12/7/16,PMC5118654,,10.3389/fnsys.2016.00096
27861601,The Development Of Drosophila Melanogaster under Different Duration Space Flight and Subsequent Adaptation to Earth Gravity,"Ogneva IV, Belyakin SN, Sarantseva SV.",PLoS One. 2016 Nov 18;11(11):e0166885. doi: 10.1371/journal.pone.0166885. eCollection 2016.,Ogneva IV,PLoS One,2016,11/19/16,PMC5115863,,10.1371/journal.pone.0166885
27843335,Incidence of clinical symptoms during long-duration orbital spaceflight,"Crucian B, Babiak-Vazquez A, Johnston S, Pierson DL, Ott CM, Sams C.",Int J Gen Med. 2016 Nov 3;9:383-391. doi: 10.2147/IJGM.S114188. eCollection 2016.,Crucian B,Int J Gen Med,2016,11/16/16,PMC5098747,,10.2147/IJGM.S114188
27830189,Characterization of Aspergillus fumigatus Isolates from Air and Surfaces of the International Space Station,"Knox BP, Blachowicz A, Palmer JM, Romsdahl J, Huttenlocher A, Wang CC, Keller NP, Venkateswaran K.",mSphere. 2016 Oct 26;1(5):e00227-16. doi: 10.1128/mSphere.00227-16. eCollection 2016 Sep-Oct.,Knox BP,mSphere,2016,11/11/16,PMC5082629,,10.1128/mSphere.00227-16
28725742,Nanopore sequencing in microgravity,"McIntyre ABR, Rizzardi L, Yu AM, Alexander N, Rosen GL, Botkin DJ, Stahl SE, John KK, Castro-Wallace SL, McGrath K, Burton AS, Feinberg AP, Mason CE.",NPJ Microgravity. 2016 Oct 20;2:16035. doi: 10.1038/npjmgrav.2016.35. eCollection 2016.,McIntyre ABR,NPJ Microgravity,2016,7/21/17,PMC5515536,,10.1038/npjmgrav.2016.35
27790191,"Microorganisms in Confined Habitats: Microbial Monitoring and Control of Intensive Care Units, Operating Rooms, Cleanrooms and the International Space Station","Mora M, Mahnert A, Koskinen K, Pausan MR, Oberauner-Wappis L, Krause R, Perras AK, Gorkiewicz G, Berg G, Moissl-Eichinger C.",Front Microbiol. 2016 Oct 13;7:1573. doi: 10.3389/fmicb.2016.01573. eCollection 2016.,Mora M,Front Microbiol,2016,10/30/16,PMC5061736,,10.3389/fmicb.2016.01573
27710941,Comparative analysis of anti-polyglutamine Fab crystals grown on Earth and in microgravity,"Owens GE, New DM, Olvera AI, Manzella JA, Macon BL, Dunn JC, Cooper DA, Rouleau RL, Connor DS, Bjorkman PJ.",Acta Crystallogr F Struct Biol Commun. 2016 Oct 1;72(Pt 10):762-771. doi: 10.1107/S2053230X16014011. Epub 2016 Sep 22.,Owens GE,Acta Crystallogr F Struct Biol Commun,2016,10/7/16,PMC5053161,,10.1107/S2053230X16014011
27185296,Increased biofilm formation ability in Klebsiella pneumoniae after short-term exposure to a simulated microgravity environment,"Wang H, Yan Y, Rong D, Wang J, Wang H, Liu Z, Wang J, Yang R, Han Y.",Microbiologyopen. 2016 Oct;5(5):793-801. doi: 10.1002/mbo3.370. Epub 2016 May 16.,Wang H,Microbiologyopen,2016,5/18/16,PMC5061716,,10.1002/mbo3.370
27802423,Transfection of the IHH gene into rabbit BMSCs in a simulated microgravity environment promotes chondrogenic differentiation and inhibits cartilage aging,"Liu PC, Liu K, Liu JF, Xia K, Chen LY, Wu X.",Oncotarget. 2016 Sep 27;7(39):62873-62885. doi: 10.18632/oncotarget.11871.,Liu PC,Oncotarget,2016,11/2/16,PMC5325333,,10.18632/oncotarget.11871
27670941,Microgravity induces proteomics changes involved in endoplasmic reticulum stress and mitochondrial protection,"Feger BJ, Thompson JW, Dubois LG, Kommaddi RP, Foster MW, Mishra R, Shenoy SK, Shibata Y, Kidane YH, Moseley MA, Carnell LS, Bowles DE.",Sci Rep. 2016 Sep 27;6:34091. doi: 10.1038/srep34091.,Feger BJ,Sci Rep,2016,9/28/16,PMC5037457,,10.1038/srep34091
27634181,Long-term exposure to microgravity impairs vestibulo-cardiovascular reflex,"Morita H, Abe C, Tanaka K.",Sci Rep. 2016 Sep 16;6:33405. doi: 10.1038/srep33405.,Morita H,Sci Rep,2016,9/17/16,PMC5025735,,10.1038/srep33405
28725738,The gravity-induced re-localization of auxin efflux carrier CsPIN1 in cucumber seedlings: spaceflight experiments for immunohistochemical microscopy,"Yamazaki C, Fujii N, Miyazawa Y, Kamada M, Kasahara H, Osada I, Shimazu T, Fusejima Y, Higashibata A, Yamazaki T, Ishioka N, Takahashi H.",NPJ Microgravity. 2016 Sep 15;2:16030. doi: 10.1038/npjmgrav.2016.30. eCollection 2016.,Yamazaki C,NPJ Microgravity,2016,7/21/17,PMC5515524,,10.1038/npjmgrav.2016.30
27667984,Functional Metagenomics of Spacecraft Assembly Cleanrooms: Presence of Virulence Factors Associated with Human Pathogens,"Bashir M, Ahmed M, Weinmaier T, Ciobanu D, Ivanova N, Pieber TR, Vaishampayan PA.",Front Microbiol. 2016 Sep 9;7:1321. doi: 10.3389/fmicb.2016.01321. eCollection 2016.,Bashir M,Front Microbiol,2016,9/27/16,PMC5017214,,10.3389/fmicb.2016.01321
27581365,Impact of Simulated Microgravity on Cytoskeleton and Viscoelastic Properties of Endothelial Cell,"Janmaleki M, Pachenari M, Seyedpour SM, Shahghadami R, Sanati-Nezhad A.",Sci Rep. 2016 Sep 1;6:32418. doi: 10.1038/srep32418.,Janmaleki M,Sci Rep,2016,9/2/16,PMC5007526,,10.1038/srep32418
27580590,Sleep patterns among shift-working flight controllers of the International Space Station: an observational study on the JAXA Flight Control Team,"Mizuno K, Matsumoto A, Aiba T, Abe T, Ohshima H, Takahashi M, Inoue Y.",J Physiol Anthropol. 2016 Sep 1;35(1):19. doi: 10.1186/s40101-016-0108-4.,Mizuno K,J Physiol Anthropol,2016,9/2/16,PMC5007844,,10.1186/s40101-016-0108-4
27526089,Deployment of precise and robust sensors on board ISS-for scientific experiments and for operation of the station,Stenzel C.,Anal Bioanal Chem. 2016 Sep;408(24):6517-36. doi: 10.1007/s00216-016-9789-0. Epub 2016 Aug 15.,Stenzel C,Anal Bioanal Chem,2016,8/16/16,PMC5012259,,10.1007/s00216-016-9789-0
27492371,"Simulated Microgravity and 3D Culture Enhance Induction, Viability, Proliferation and Differentiation of Cardiac Progenitors from Human Pluripotent Stem Cells","Jha R, Wu Q, Singh M, Preininger MK, Han P, Ding G, Cho HC, Jo H, Maher KO, Wagner MB, Xu C.",Sci Rep. 2016 Aug 5;6:30956. doi: 10.1038/srep30956.,Jha R,Sci Rep,2016,8/6/16,PMC4974658,,10.1038/srep30956
27489615,Exercise in space: the European Space Agency approach to in-flight exercise countermeasures for long-duration missions on ISS,"Petersen N, Jaekel P, Rosenberger A, Weber T, Scott J, Castrucci F, Lambrecht G, Ploutz-Snyder L, Damann V, Kozlovskaya I, Mester J.",Extrem Physiol Med. 2016 Aug 2;5:9. doi: 10.1186/s13728-016-0050-4. eCollection 2016.,Petersen N,Extrem Physiol Med,2016,8/5/16,PMC4971634,,10.1186/s13728-016-0050-4
27130692,Life science experiments performed in space in the ISS/Kibo facility and future research plans,Ohnishi T.,J Radiat Res. 2016 Aug;57 Suppl 1(Suppl 1):i41-i46. doi: 10.1093/jrr/rrw020. Epub 2016 Apr 29.,Ohnishi T,J Radiat Res,2016,5/1/16,PMC4990110,,10.1093/jrr/rrw020
27467019,Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,"Delp MD, Charvat JM, Limoli CL, Globus RK, Ghosh P.",Sci Rep. 2016 Jul 28;6:29901. doi: 10.1038/srep29901.,Delp MD,Sci Rep,2016,7/29/16,PMC4964660,,10.1038/srep29901
27463808,The Role of Parathyroid Hormone-Related Protein (PTHrP) in Osteoblast Response to Microgravity: Mechanistic Implications for Osteoporosis Development,"Camirand A, Goltzman D, Gupta A, Kaouass M, Panda D, Karaplis A.",PLoS One. 2016 Jul 27;11(7):e0160034. doi: 10.1371/journal.pone.0160034. eCollection 2016.,Camirand A,PLoS One,2016,7/28/16,PMC4963112,,10.1371/journal.pone.0160034
27463106,Perception of Egocentric Distance during Gravitational Changes in Parabolic Flight,"Clément G, Loureiro N, Sousa D, Zandvliet A.",PLoS One. 2016 Jul 27;11(7):e0159422. doi: 10.1371/journal.pone.0159422. eCollection 2016.,Clément G,PLoS One,2016,7/28/16,PMC4963113,,10.1371/journal.pone.0159422
27444891,Simulated microgravity inhibits osteogenic differentiation of mesenchymal stem cells via depolymerizing F-actin to impede TAZ nuclear translocation,"Chen Z, Luo Q, Lin C, Kuang D, Song G.",Sci Rep. 2016 Jul 22;6:30322. doi: 10.1038/srep30322.,Chen Z,Sci Rep,2016,7/23/16,PMC4957213,,10.1038/srep30322
28725735,Evaluation of techniques for performing cellular isolation and preservation during microgravity conditions,"Rizzardi LF, Kunz H, Rubins K, Chouker A, Quiriarte H, Sams C, Crucian BE, Feinberg AP.",NPJ Microgravity. 2016 Jul 14;2:16025. doi: 10.1038/npjmgrav.2016.25. eCollection 2016.,Rizzardi LF,NPJ Microgravity,2016,7/21/17,PMC5515526,,10.1038/npjmgrav.2016.25
27417828,"Draft Genome Sequences of Two Aspergillus fumigatus Strains, Isolated from the International Space Station","Singh NK, Blachowicz A, Checinska A, Wang C, Venkateswaran K.",Genome Announc. 2016 Jul 14;4(4):e00553-16. doi: 10.1128/genomeA.00553-16.,Singh NK,Genome Announc,2016,7/16/16,PMC4945788,,10.1128/genomeA.00553-16
28725733,Treadmill exercise within lower-body negative pressure attenuates simulated spaceflight-induced reductions of balance abilities in men but not women,"Macaulay TR, Macias BR, Lee SM, Boda WL, Watenpaugh DE, Hargens AR.",NPJ Microgravity. 2016 Jun 30;2:16022. doi: 10.1038/npjmgrav.2016.22. eCollection 2016.,Macaulay TR,NPJ Microgravity,2016,7/21/17,PMC5515523,,10.1038/npjmgrav.2016.22
27445861,Simulated Microgravity and Recovery-Induced Remodeling of the Left and Right Ventricle,"Zhong G, Li Y, Li H, Sun W, Cao D, Li J, Zhao D, Song J, Jin X, Song H, Yuan X, Wu X, Li Q, Xu Q, Kan G, Cao H, Ling S, Li Y.",Front Physiol. 2016 Jun 29;7:274. doi: 10.3389/fphys.2016.00274. eCollection 2016.,Zhong G,Front Physiol,2016,7/23/16,PMC4925715,,10.3389/fphys.2016.00274
27446039,Cultivation of Staphylococcus epidermidis in the Human Spaceflight Environment Leads to Alterations in the Frequency and Spectrum of Spontaneous Rifampicin-Resistance Mutations in the rpoB Gene,"Fajardo-Cavazos P, Nicholson WL.",Front Microbiol. 2016 Jun 28;7:999. doi: 10.3389/fmicb.2016.00999. eCollection 2016.,Fajardo-Cavazos P,Front Microbiol,2016,7/23/16,PMC4923109,,10.3389/fmicb.2016.00999
27013606,Effects of short-term exposure to head-down tilt on cerebral hemodynamics: a prospective evaluation of a spaceflight analog using phase-contrast MRI,"Marshall-Goebel K, Ambarki K, Eklund A, Malm J, Mulder E, Gerlach D, Bershad E, Rittweger J.",J Appl Physiol (1985). 2016 Jun 15;120(12):1466-73. doi: 10.1152/japplphysiol.00841.2015. Epub 2016 Mar 24.,Marshall-Goebel K,J Appl Physiol (1985),2016,3/26/16,PMC4909835,,10.1152/japplphysiol.00841.2015
28725731,Long-term effects of simulated microgravity and/or chronic exposure to low-dose gamma radiation on behavior and blood-brain barrier integrity,"Bellone JA, Gifford PS, Nishiyama NC, Hartman RE, Mao XW.",NPJ Microgravity. 2016 Jun 9;2:16019. doi: 10.1038/npjmgrav.2016.19. eCollection 2016.,Bellone JA,NPJ Microgravity,2016,7/21/17,PMC5516431,,10.1038/npjmgrav.2016.19
27376023,Evaluation of Superconducting Magnet Shield Configurations for Long Duration Manned Space Missions,"Ambroglini F, Battiston R, Burger WJ.",Front Oncol. 2016 Jun 8;6:97. doi: 10.3389/fonc.2016.00097. eCollection 2016.,Ambroglini F,Front Oncol,2016,7/5/16,PMC4896949,,10.3389/fonc.2016.00097
25963710,Cortical reorganization in an astronaut's brain after long-duration spaceflight,"Demertzi A, Van Ombergen A, Tomilovskaya E, Jeurissen B, Pechenkova E, Di Perri C, Litvinova L, Amico E, Rumshiskaya A, Rukavishnikov I, Sijbers J, Sinitsyn V, Kozlovskaya IB, Sunaert S, Parizel PM, Van de Heyning PH, Laureys S, Wuyts FL.",Brain Struct Funct. 2016 Jun;221(5):2873-6. doi: 10.1007/s00429-015-1054-3. Epub 2015 May 12.,Demertzi A,Brain Struct Funct,2016,5/13/15,PMC4884200,,10.1007/s00429-015-1054-3
27203085,Combined Exposure to Simulated Microgravity and Acute or Chronic Radiation Reduces Neuronal Network Integrity and Survival,"Pani G, Verslegers M, Quintens R, Samari N, de Saint-Georges L, van Oostveldt P, Baatout S, Benotmane MA.",PLoS One. 2016 May 20;11(5):e0155260. doi: 10.1371/journal.pone.0155260. eCollection 2016.,Pani G,PLoS One,2016,5/21/16,PMC4874625,,10.1371/journal.pone.0155260
27185415,A systems biology pipeline identifies new immune and disease related molecular signatures and networks in human cells during microgravity exposure,"Mukhopadhyay S, Saha R, Palanisamy A, Ghosh M, Biswas A, Roy S, Pal A, Sarkar K, Bagh S.",Sci Rep. 2016 May 17;6:25975. doi: 10.1038/srep25975.,Mukhopadhyay S,Sci Rep,2016,5/18/16,PMC4868995,,10.1038/srep25975
27142480,Microgravity Induction of TRAIL Expression in Preosteoclast Cells Enhances Osteoclast Differentiation,"Sambandam Y, Baird KL, Stroebel M, Kowal E, Balasubramanian S, Reddy SV.",Sci Rep. 2016 May 4;6:25143. doi: 10.1038/srep25143.,Sambandam Y,Sci Rep,2016,5/5/16,PMC4855152,,10.1038/srep25143
27134755,Acclimation during space flight: effects on human emotion,"Liu Q, Zhou RL, Zhao X, Chen XP, Chen SG.",Mil Med Res. 2016 Apr 29;3:15. doi: 10.1186/s40779-016-0084-3. eCollection 2016.,Liu Q,Mil Med Res,2016,5/3/16,PMC4850672,,10.1186/s40779-016-0084-3
28725730,Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,"Keune JA, Philbrick KA, Branscum AJ, Iwaniec UT, Turner RT.",NPJ Microgravity. 2016 Apr 28;2:16016. doi: 10.1038/npjmgrav.2016.16. eCollection 2016.,Keune JA,NPJ Microgravity,2016,7/21/17,PMC5515514,,10.1038/npjmgrav.2016.16
28725726,Medically induced amenorrhea in female astronauts,"Jain V, Wotring VE.",NPJ Microgravity. 2016 Apr 21;2:16008. doi: 10.1038/npjmgrav.2016.8. eCollection 2016.,Jain V,NPJ Microgravity,2016,7/21/17,PMC5516549,,10.1038/npjmgrav.2016.8
28725725,"Four-year bacterial monitoring in the International Space Station-Japanese Experiment Module ""Kibo"" with culture-independent approach","Ichijo T, Yamaguchi N, Tanigaki F, Shirakawa M, Nasu M.",NPJ Microgravity. 2016 Apr 21;2:16007. doi: 10.1038/npjmgrav.2016.7. eCollection 2016.,Ichijo T,NPJ Microgravity,2016,7/21/17,PMC5515537,,10.1038/npjmgrav.2016.7
27097220,Spaceflight Activates Lipotoxic Pathways in Mouse Liver,"Jonscher KR, Alfonso-Garcia A, Suhalim JL, Orlicky DJ, Potma EO, Ferguson VL, Bouxsein ML, Bateman TA, Stodieck LS, Levi M, Friedman JE, Gridley DS, Pecaut MJ.",PLoS One. 2016 Apr 20;11(4):e0152877. doi: 10.1371/journal.pone.0152877. eCollection 2016.,Jonscher KR,PLoS One,2016,4/21/16,PMC4838331,,10.1371/journal.pone.0152877
27097218,Perception of Affordance during Short-Term Exposure to Weightlessness in Parabolic Flight,"Bourrelly A, McIntyre J, Morio C, Despretz P, Luyat M.",PLoS One. 2016 Apr 20;11(4):e0153598. doi: 10.1371/journal.pone.0153598. eCollection 2016.,Bourrelly A,PLoS One,2016,4/21/16,PMC4838214,,10.1371/journal.pone.0153598
27070589,Pathways Regulating Spheroid Formation of Human Follicular Thyroid Cancer Cells under Simulated Microgravity Conditions: A Genetic Approach,"Riwaldt S, Bauer J, Wehland M, Slumstrup L, Kopp S, Warnke E, Dittrich A, Magnusson NE, Pietsch J, Corydon TJ, Infanger M, Grimm D.",Int J Mol Sci. 2016 Apr 8;17(4):528. doi: 10.3390/ijms17040528.,Riwaldt S,Int J Mol Sci,2016,4/13/16,PMC4848984,,10.3390/ijms17040528
28725727,Effects of microgravity simulation on zebrafish transcriptomes and bone physiology-exposure starting at 5 days post fertilization,"Aceto J, Nourizadeh-Lillabadi R, Bradamante S, Maier JA, Alestrom P, van Loon JJ, Muller M.",NPJ Microgravity. 2016 Apr 7;2:16010. doi: 10.1038/npjmgrav.2016.10. eCollection 2016.,Aceto J,NPJ Microgravity,2016,7/21/17,PMC5515515,,10.1038/npjmgrav.2016.10
27029003,Effects of a Closed Space Environment on Gene Expression in Hair Follicles of Astronauts in the International Space Station,"Terada M, Seki M, Takahashi R, Yamada S, Higashibata A, Majima HJ, Sudoh M, Mukai C, Ishioka N.",PLoS One. 2016 Mar 30;11(3):e0150801. doi: 10.1371/journal.pone.0150801. eCollection 2016.,Terada M,PLoS One,2016,3/31/16,PMC4814050,,10.1371/journal.pone.0150801
27019789,Growth of 48 built environment bacterial isolates on board the International Space Station (ISS),"Coil DA, Neches RY, Lang JM, Brown WE, Severance M, Cavalier D, Eisen JA.",PeerJ. 2016 Mar 22;4:e1842. doi: 10.7717/peerj.1842. eCollection 2016.,Coil DA,PeerJ,2016,3/29/16,PMC4806633,,10.7717/peerj.1842
26979666,TiO2-catalyzed synthesis of sugars from formaldehyde in extraterrestrial impacts on the early Earth,"Civiš S, Szabla R, Szyja BM, Smykowski D, Ivanek O, Knížek A, Kubelík P, Šponer J, Ferus M, Šponer JE.",Sci Rep. 2016 Mar 16;6:23199. doi: 10.1038/srep23199.,Civiš S,Sci Rep,2016,3/17/16,PMC4793247,,10.1038/srep23199
26963099,Simulated Microgravity Using a Rotary Culture System Compromises the In Vitro Development of Mouse Preantral Follicles,"Zhang S, Zheng D, Wu Y, Lin W, Chen Z, Meng L, Liu J, Zhou Y.",PLoS One. 2016 Mar 10;11(3):e0151062. doi: 10.1371/journal.pone.0151062. eCollection 2016.,Zhang S,PLoS One,2016,3/11/16,PMC4786255,,10.1371/journal.pone.0151062
28725722,Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),"Moyer EL, Dumars PM, Sun GS, Martin KJ, Heathcote DG, Boyle RD, Skidmore MG.",NPJ Microgravity. 2016 Mar 3;2:16002. doi: 10.1038/npjmgrav.2016.2. eCollection 2016.,Moyer EL,NPJ Microgravity,2016,7/21/17,PMC5515519,,10.1038/npjmgrav.2016.2
26918090,Draft genome sequence of Sphingomonas paucimobilis strain LCT-SP1 isolated from the Shenzhou X spacecraft of China,"Pan L, Zhou H, Li J, Huang B, Guo J, Zhang XL, Gao LC, Xu C, Liu CT.",Stand Genomic Sci. 2016 Feb 24;11:18. doi: 10.1186/s40793-016-0136-z. eCollection 2016.,Pan L,Stand Genomic Sci,2016,2/27/16,PMC4766693,,10.1186/s40793-016-0136-z
26820575,A Study of Alterations in DNA Epigenetic Modifications (5mC and 5hmC) and Gene Expression Influenced by Simulated Microgravity in Human Lymphoblastoid Cells,"Chowdhury B, Seetharam A, Wang Z, Liu Y, Lossie AC, Thimmapuram J, Irudayaraj J.",PLoS One. 2016 Jan 28;11(1):e0147514. doi: 10.1371/journal.pone.0147514. eCollection 2016.,Chowdhury B,PLoS One,2016,1/29/16,PMC4731572,,10.1371/journal.pone.0147514
28725721,The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit,"Ferl RJ, Paul AL.",NPJ Microgravity. 2016 Jan 21;2:15023. doi: 10.1038/npjmgrav.2015.23. eCollection 2016.,Ferl RJ,NPJ Microgravity,2016,7/21/17,PMC5515520,,10.1038/npjmgrav.2015.23
28725720,Microgravity elicits reproducible alterations in cytoskeletal and metabolic gene and protein expression in space-flown Caenorhabditis elegans,"Higashibata A, Hashizume T, Nemoto K, Higashitani N, Etheridge T, Mori C, Harada S, Sugimoto T, Szewczyk NJ, Baba SA, Mogami Y, Fukui K, Higashitani A.",NPJ Microgravity. 2016 Jan 21;2:15022. doi: 10.1038/npjmgrav.2015.22. eCollection 2016.,Higashibata A,NPJ Microgravity,2016,7/21/17,PMC5515518,,10.1038/npjmgrav.2015.22
28725719,Circadian misalignment affects sleep and medication use before and during spaceflight,"Flynn-Evans EE, Barger LK, Kubey AA, Sullivan JP, Czeisler CA.",NPJ Microgravity. 2016 Jan 7;2:15019. doi: 10.1038/npjmgrav.2015.19. eCollection 2016.,Flynn-Evans EE,NPJ Microgravity,2016,7/21/17,PMC5515517,,10.1038/npjmgrav.2015.19
28317013,Simulated microgravity potentiates generation of reactive oxygen species in cells,"Ran F, An L, Fan Y, Hang H, Wang S.",Biophys Rep. 2016;2(5):100-105. doi: 10.1007/s41048-016-0029-0. Epub 2016 Nov 7.,Ran F,Biophys Rep,2016,3/21/17,PMC5334420,,10.1007/s41048-016-0029-0
27217904,Sleep in space as a new medical frontier: the challenge of preserving normal sleep in the abnormal environment of space missions,"Pandi-Perumal SR, Gonfalone AA.",Sleep Sci. 2016 Jan-Mar;9(1):1-4. doi: 10.1016/j.slsci.2016.01.003. Epub 2016 Jan 20.,Pandi-Perumal SR,Sleep Sci,2016,5/25/16,PMC4866977,,10.1016/j.slsci.2016.01.003
27190503,An Interactive Astronaut-Robot System with Gesture Control,"Liu J, Luo Y, Ju Z.",Comput Intell Neurosci. 2016;2016:7845102. doi: 10.1155/2016/7845102. Epub 2016 Apr 11.,Liu J,Comput Intell Neurosci,2016,5/19/16,PMC4842936,,10.1155/2016/7845102
26858535,"Comparative growth, cross stress resistance, transcriptomics of Streptococcus pyogenes cultured under low shear modeled microgravity and normal gravity","Kalpana D, Im C, Lee YS.",Saudi J Biol Sci. 2016 Jan;23(1):24-33. doi: 10.1016/j.sjbs.2015.02.004. Epub 2015 Feb 7.,Kalpana D,Saudi J Biol Sci,2016,2/10/16,PMC4705266,,10.1016/j.sjbs.2015.02.004
26834514,Incorporation of omics analyses into artificial gravity research for space exploration countermeasure development,"Schmidt MA, Goodwin TJ, Pelligra R.",Metabolomics. 2016;12:36. doi: 10.1007/s11306-015-0942-0. Epub 2016 Jan 20.,Schmidt MA,Metabolomics,2016,2/3/16,PMC4718941,,10.1007/s11306-015-0942-0
26691062,Effects of Spaceflight on Bone Microarchitecture in the Axial and Appendicular Skeleton in Growing Ovariectomized Rats,"Keune JA, Branscum AJ, Iwaniec UT, Turner RT.",Sci Rep. 2015 Dec 22;5:18671. doi: 10.1038/srep18671.,Keune JA,Sci Rep,2015,12/23/15,PMC4687043,,10.1038/srep18671
26686902,miRNA-132-3p inhibits osteoblast differentiation by targeting Ep300 in simulated microgravity,"Hu Z, Wang Y, Sun Z, Wang H, Zhou H, Zhang L, Zhang S, Cao X.",Sci Rep. 2015 Dec 21;5:18655. doi: 10.1038/srep18655.,Hu Z,Sci Rep,2015,12/22/15,PMC4685444,,10.1038/srep18655
26671177,Dysfunctional vestibular system causes a blood pressure drop in astronauts returning from space,"Hallgren E, Migeotte PF, Kornilova L, Delière Q, Fransen E, Glukhikh D, Moore ST, Clément G, Diedrich A, MacDougall H, Wuyts FL.",Sci Rep. 2015 Dec 16;5:17627. doi: 10.1038/srep17627.,Hallgren E,Sci Rep,2015,12/17/15,PMC4680856,,10.1038/srep17627
26697408,Radiation Measurements Performed with Active Detectors Relevant for Human Space Exploration,"Narici L, Berger T, Matthiä D, Reitz G.",Front Oncol. 2015 Dec 8;5:273. doi: 10.3389/fonc.2015.00273. eCollection 2015.,Narici L,Front Oncol,2015,12/24/15,PMC4672055,,10.3389/fonc.2015.00273
26670248,Magnesium and Space Flight,"Smith SM, Zwart SR.",Nutrients. 2015 Dec 8;7(12):10209-22. doi: 10.3390/nu7125528.,Smith SM,Nutrients,2015,12/17/15,PMC4690080,,10.3390/nu7125528
28725718,Intrinsic cardiovascular autonomic regulatory system of astronauts exposed long-term to microgravity in space: observational study,"Otsuka K, Cornelissen G, Kubo Y, Hayashi M, Yamamoto N, Shibata K, Aiba T, Furukawa S, Ohshima H, Mukai C.",NPJ Microgravity. 2015 Nov 30;1:15018. doi: 10.1038/npjmgrav.2015.18. eCollection 2015.,Otsuka K,NPJ Microgravity,2015,7/21/17,PMC5516430,,10.1038/npjmgrav.2015.18
26633361,The Importance of Caveolin-1 as Key-Regulator of Three-Dimensional Growth in Thyroid Cancer Cells Cultured under Real and Simulated Microgravity Conditions,"Riwaldt S, Bauer J, Pietsch J, Braun M, Segerer J, Schwarzwälder A, Corydon TJ, Infanger M, Grimm D.",Int J Mol Sci. 2015 Nov 30;16(12):28296-310. doi: 10.3390/ijms161226108.,Riwaldt S,Int J Mol Sci,2015,12/4/15,PMC4691055,,10.3390/ijms161226108
26586895,"Draft Genome Sequence of Bacillus safensis JPL-MERTA-8-2, Isolated from a Mars-Bound Spacecraft","Coil DA, Benardini JN, Eisen JA.",Genome Announc. 2015 Nov 19;3(6):e01360-15. doi: 10.1128/genomeA.01360-15.,Coil DA,Genome Announc,2015,11/21/15,PMC4653797,,10.1128/genomeA.01360-15
