pmid,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
34045973,Gravity Threshold and Dose Response Relationships: Health Benefits Using a Short Arm Human Centrifuge,"Kourtidou-Papadeli C, Frantzidis CA, Gilou S, Plomariti CE, Nday CM, Karnaras D, Bakas L, Bamidis PD, Vernikos J.",Front Physiol. 2021 May 11;12:644661. doi: 10.3389/fphys.2021.644661. eCollection 2021.,Kourtidou-Papadeli C,Front Physiol,2021,5/28/21,PMC8144521,,10.3389/fphys.2021.644661
33976230,Rad-Bio-App: a discovery environment for biologists to explore spaceflight-related radiation exposures,"Barker R, Costes SV, Miller J, Gebre SG, Lombardino J, Gilroy S.",NPJ Microgravity. 2021 May 11;7(1):15. doi: 10.1038/s41526-021-00143-x.,Barker R,NPJ Microgravity,2021,5/12/21,PMC8113475,,10.1038/s41526-021-00143-x
34025451,Sharp Changes in Muscle Tone in Humans Under Simulated Microgravity,"Amirova LE, Plehuna A, Rukavishnikov IV, Saveko AA, Peipsi A, Tomilovskaya ES.",Front Physiol. 2021 May 6;12:661922. doi: 10.3389/fphys.2021.661922. eCollection 2021.,Amirova LE,Front Physiol,2021,5/24/21,PMC8134537,,10.3389/fphys.2021.661922
33953237,Persistent deterioration of visuospatial performance in spaceflight,"Takács E, Barkaszi I, Czigler I, Pató LG, Altbäcker A, McIntyre J, Cheron G, Balázs L.",Sci Rep. 2021 May 5;11(1):9590. doi: 10.1038/s41598-021-88938-6.,Takács E,Sci Rep,2021,5/6/21,PMC8100295,,10.1038/s41598-021-88938-6
33929575,A bespoke health risk assessment methodology for the radiation protection of astronauts,"Walsh L, Hafner L, Straube U, Ulanowski A, Fogtman A, Durante M, Weerts G, Schneider U.",Radiat Environ Biophys. 2021 May;60(2):213-231. doi: 10.1007/s00411-021-00910-0. Epub 2021 Apr 30.,Walsh L,Radiat Environ Biophys,2021,4/30/21,PMC8116305,,10.1007/s00411-021-00910-0
34007284,"Microgravity, Stem Cells, and Cancer: A New Hope for Cancer Treatment","Topal U, Zamur C.",Stem Cells Int. 2021 Apr 29;2021:5566872. doi: 10.1155/2021/5566872. eCollection 2021.,Topal U,Stem Cells Int,2021,5/19/21,PMC8102114,,10.1155/2021/5566872
33927212,Using supraglottic airways by paramedics for airway management in analogue microgravity increases speed and success of ventilation,"Hinkelbein J, Ahlbäck A, Antwerber C, Dauth L, DuCanto J, Fleischhammer E, Glatz C, Kerkhoff S, Mathes A, Russomano T, Schmitz J, Starck C, Thierry S, Warnecke T.",Sci Rep. 2021 Apr 29;11(1):9286. doi: 10.1038/s41598-021-88008-x.,Hinkelbein J,Sci Rep,2021,4/30/21,PMC8085007,,10.1038/s41598-021-88008-x
33927037,Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,"Simpson AC, Urbaniak C, Singh NK, Wood JM, Debieu M, O'Hara NB, Mason CE, Venkateswaran K.",Microbiol Resour Announc. 2021 Apr 29;10(17):e00214-21. doi: 10.1128/MRA.00214-21.,Simpson AC,Microbiol Resour Announc,2021,4/30/21,PMC8086211,,10.1128/MRA.00214-21
33911096,Transcriptome analysis of gravitational effects on mouse skeletal muscles under microgravity and artificial 1 g onboard environment,"Okada R, Fujita SI, Suzuki R, Hayashi T, Tsubouchi H, Kato C, Sadaki S, Kanai M, Fuseya S, Inoue Y, Jeon H, Hamada M, Kuno A, Ishii A, Tamaoka A, Tanihata J, Ito N, Shiba D, Shirakawa M, Muratani M, Kudo T, Takahashi S.",Sci Rep. 2021 Apr 28;11(1):9168. doi: 10.1038/s41598-021-88392-4.,Okada R,Sci Rep,2021,4/29/21,PMC8080648,,10.1038/s41598-021-88392-4
33986648,Developing Proprioceptive Countermeasures to Mitigate Postural and Locomotor Control Deficits After Long-Duration Spaceflight,"Macaulay TR, Peters BT, Wood SJ, Clément GR, Oddsson L, Bloomberg JJ.",Front Syst Neurosci. 2021 Apr 27;15:658985. doi: 10.3389/fnsys.2021.658985. eCollection 2021.,Macaulay TR,Front Syst Neurosci,2021,5/14/21,PMC8111171,,10.3389/fnsys.2021.658985
33925309,Simulated Microgravity Inhibits the Proliferation of Chang Liver Cells by Attenuation of the Major Cell Cycle Regulators and Cytoskeletal Proteins,"Ho CNQ, Tran MT, Doan CC, Hoang SN, Tran DH, Le LT.",Int J Mol Sci. 2021 Apr 27;22(9):4550. doi: 10.3390/ijms22094550.,Ho CNQ,Int J Mol Sci,2021,4/30/21,PMC8123698,,10.3390/ijms22094550
33981265,How the Immune System Deploys Creativity: Why We Can Learn From Astronauts and Cosmonauts,"de Vries H, Khoury-Hanold W.",Front Psychol. 2021 Apr 26;12:582083. doi: 10.3389/fpsyg.2021.582083. eCollection 2021.,de Vries H,Front Psychol,2021,5/13/21,PMC8107273,,10.3389/fpsyg.2021.582083
33995915,Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement,"Brereton NJB, Pitre FE, Gonzalez E.",Comput Struct Biotechnol J. 2021 Apr 23;19:2223-2235. doi: 10.1016/j.csbj.2021.03.040. eCollection 2021.,Brereton NJB,Comput Struct Biotechnol J,2021,5/17/21,PMC8099722,,10.1016/j.csbj.2021.03.040
33870146,NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,"Overbey EG, Saravia-Butler AM, Zhang Z, Rathi KS, Fogle H, da Silveira WA, Barker RJ, Bass JJ, Beheshti A, Berrios DC, Blaber EA, Cekanaviciute E, Costa HA, Davin LB, Fisch KM, Gebre SG, Geniza M, Gilbert R, Gilroy S, Hardiman G, Herranz R, Kidane YH, Kruse CPS, Lee MD, Liefeld T, Lewis NG, McDonald JT, Meller R, Mishra T, Perera IY, Ray S, Reinsch SS, Rosenthal SB, Strong M, Szewczyk NJ, Tahimic CGT, Taylor DM, Vandenbrink JP, Villacampa A, Weging S, Wolverton C, Wyatt SE, Zea L, Costes SV, Galazka JM.",iScience. 2021 Mar 26;24(4):102361. doi: 10.1016/j.isci.2021.102361. eCollection 2021 Apr 23.,Overbey EG,iScience,2021,4/19/21,PMC8044432,,10.1016/j.isci.2021.102361
33870138,Teleguided self-ultrasound scanning for longitudinal monitoring of muscle mass during spaceflight,"Scott JM, Downs M, Martin DS, Hougland E, Sarmiento L, Arzeno N, Pettit DR, Ploutz-Snyder R, Cunningham D, Jones LW, Do R, Ploutz-Snyder L.",iScience. 2021 Mar 21;24(4):102344. doi: 10.1016/j.isci.2021.102344. eCollection 2021 Apr 23.,Scott JM,iScience,2021,4/19/21,PMC8047175,,10.1016/j.isci.2021.102344
33968917,Spaceflight Induced Disorders: Potential Nutritional Countermeasures,"Costa F, Ambesi-Impiombato FS, Beccari T, Conte C, Cataldi S, Curcio F, Albi E.",Front Bioeng Biotechnol. 2021 Apr 21;9:666683. doi: 10.3389/fbioe.2021.666683. eCollection 2021.,Costa F,Front Bioeng Biotechnol,2021,5/10/21,PMC8096993,,10.3389/fbioe.2021.666683
33986919,A Protective Strategy to Counteract the Oxidative Stress Induced by Simulated Microgravity on H9C2 Cardiomyocytes,"Guarnieri S, Morabito C, Bevere M, Lanuti P, Mariggiò MA.",Oxid Med Cell Longev. 2021 Apr 20;2021:9951113. doi: 10.1155/2021/9951113. eCollection 2021.,Guarnieri S,Oxid Med Cell Longev,2021,5/14/21,PMC8079188,,10.1155/2021/9951113
33921448,Stability of Antimicrobial Drug Molecules in Different Gravitational and Radiation Conditions in View of Applications during Outer Space Missions,"Simon Á, Smarandache A, Iancu V, Pascu ML.",Molecules. 2021 Apr 12;26(8):2221. doi: 10.3390/molecules26082221.,Simon Á,Molecules,2021,4/30/21,PMC8069917,,10.3390/molecules26082221
34377559,Molecular Mechanisms of Muscle Tone Impairment under Conditions of Real and Simulated Space Flight,"Shenkman BS, Tsaturyan AK, Vikhlyantsev IM, Kozlovskaya IB, Grigoriev AI.",Acta Naturae. 2021 Apr-Jun;13(2):85-97. doi: 10.32607/actanaturae.10953.,Shenkman BS,Acta Naturae,2021,8/11/21,PMC8327152,,10.32607/actanaturae.10953
33931957,Proposed mechanism for reduced jugular vein flow in microgravity,"Lan M, Phillips SD, Archambault-Leger V, Chepko AB, Lu R, Anderson AP, Masterova KS, Fellows AM, Halter RJ, Buckey JC.",Physiol Rep. 2021 Apr;9(8):e14782. doi: 10.14814/phy2.14782.,Lan M,Physiol Rep,2021,5/1/21,PMC8087922,,10.14814/phy2.14782
33868198,Microbially-Enhanced Vanadium Mining and Bioremediation Under Micro- and Mars Gravity on the International Space Station,"Cockell CS, Santomartino R, Finster K, Waajen AC, Nicholson N, Loudon CM, Eades LJ, Moeller R, Rettberg P, Fuchs FM, Van Houdt R, Leys N, Coninx I, Hatton J, Parmitano L, Krause J, Koehler A, Caplin N, Zuijderduijn L, Mariani A, Pellari S, Carubia F, Luciani G, Balsamo M, Zolesi V, Ochoa J, Sen P, Watt JAJ, Doswald-Winkler J, Herová M, Rattenbacher B, Wadsworth J, Everroad RC, Demets R.",Front Microbiol. 2021 Apr 1;12:641387. doi: 10.3389/fmicb.2021.641387. eCollection 2021.,Cockell CS,Front Microbiol,2021,4/19/21,PMC8047202,,10.3389/fmicb.2021.641387
33795349,Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,"Blachowicz A, Singh NK, Wood JM, Debieu M, O'Hara NB, Mason CE, Venkateswaran K.",Microbiol Resour Announc. 2021 Apr 1;10(13):e01398-20. doi: 10.1128/MRA.01398-20.,Blachowicz A,Microbiol Resour Announc,2021,4/2/21,PMC8104057,,10.1128/MRA.01398-20
33749334,Understanding Hypervelocity Sampling of Biosignatures in Space Missions,"Jaramillo-Botero A, Cable ML, Hofmann AE, Malaska M, Hodyss R, Lunine J.",Astrobiology. 2021 Apr;21(4):421-442. doi: 10.1089/ast.2020.2301. Epub 2021 Mar 19.,Jaramillo-Botero A,Astrobiology,2021,3/22/21,PMC7994429,,10.1089/ast.2020.2301
33790288,Macrophages in microgravity: the impact of space on immune cells,"Ludtka C, Silberman J, Moore E, Allen JB.",NPJ Microgravity. 2021 Mar 31;7(1):13. doi: 10.1038/s41526-021-00141-z.,Ludtka C,NPJ Microgravity,2021,4/1/21,PMC8012370,,10.1038/s41526-021-00141-z
34296167,"Effects of Spaceflight Stressors on Brain Volume, Microstructure, and Intracranial Fluid Distribution","Lee JK, Koppelmans V, Pasternak O, Beltran NE, Kofman IS, De Dios YE, Mulder ER, Mulavara AP, Bloomberg JJ, Seidler RD.",Cereb Cortex Commun. 2021 Mar 30;2(2):tgab022. doi: 10.1093/texcom/tgab022. eCollection 2021.,Lee JK,Cereb Cortex Commun,2021,7/23/21,PMC8152913,,10.1093/texcom/tgab022
33808224,The Impact of Spaceflight and Microgravity on the Human Islet-1+ Cardiovascular Progenitor Cell Transcriptome,"Camberos V, Baio J, Mandujano A, Martinez AF, Bailey L, Hasaniya N, Kearns-Jonker M.",Int J Mol Sci. 2021 Mar 30;22(7):3577. doi: 10.3390/ijms22073577.,Camberos V,Int J Mol Sci,2021,4/3/21,PMC8036947,,10.3390/ijms22073577
33801697,"Growth and Antifungal Resistance of the Pathogenic Yeast, Candida Albicans, in the Microgravity Environment of the International Space Station: An Aggregate of Multiple Flight Experiences","Nielsen S, White K, Preiss K, Peart D, Gianoulias K, Juel R, Sutton J, McKinney J, Bender J, Pinc G, Bergren K, Gans W, Kelley J, McQuaid M.",Life (Basel). 2021 Mar 27;11(4):283. doi: 10.3390/life11040283.,Nielsen S,Life (Basel),2021,4/3/21,PMC8067245,,10.3390/life11040283
33841315,Head-Down Tilt Bed Rest Studies as a Terrestrial Analog for Spaceflight Associated Neuro-Ocular Syndrome,"Ong J, Lee AG, Moss HE.",Front Neurol. 2021 Mar 26;12:648958. doi: 10.3389/fneur.2021.648958. eCollection 2021.,Ong J,Front Neurol,2021,4/12/21,PMC8032981,,10.3389/fneur.2021.648958
33772025,Analysis of the effects of spaceflight and local administration of thrombopoietin to a femoral defect injury on distal skeletal sites,"Zamarioli A, Campbell ZR, Maupin KA, Childress PJ, Ximenez JPB, Adam G, Chakraborty N, Gautam A, Hammamieh R, Kacena MA.",NPJ Microgravity. 2021 Mar 26;7(1):12. doi: 10.1038/s41526-021-00140-0.,Zamarioli A,NPJ Microgravity,2021,3/27/21,PMC7997973,,10.1038/s41526-021-00140-0
33907644,"Space Flight-Associated Neuroocular Syndrome, Idiopathic Intracranial Hypertension, and Pseudotumor Cerebri: Phenotypic Descriptions, Pathogenesis, and Hydrodynamics",Kesserwani H.,Cureus. 2021 Mar 25;13(3):e14103. doi: 10.7759/cureus.14103.,Kesserwani H,Cureus,2021,4/28/21,PMC8067672,,10.7759/cureus.14103
33806917,Nox2 Inhibition Regulates Stress Response and Mitigates Skeletal Muscle Fiber Atrophy during Simulated Microgravity,"Lawler JM, Hord JM, Ryan P, Holly D, Janini Gomes M, Rodriguez D, Guzzoni V, Garcia-Villatoro E, Green C, Lee Y, Little S, Garcia M, Hill L, Brooks MC, Lawler MS, Keys N, Mohajeri A, Kamal KY.",Int J Mol Sci. 2021 Mar 23;22(6):3252. doi: 10.3390/ijms22063252.,Lawler JM,Int J Mol Sci,2021,4/3/21,PMC8005132,,10.3390/ijms22063252
33815472,Effects of Simulated Microgravity on the Proteome and Secretome of the Polyextremotolerant Black Fungus Knufia chersonesos,"Tesei D, Chiang AJ, Kalkum M, Stajich JE, Mohan GBM, Sterflinger K, Venkateswaran K.",Front Genet. 2021 Mar 18;12:638708. doi: 10.3389/fgene.2021.638708. eCollection 2021.,Tesei D,Front Genet,2021,4/5/21,PMC8012687,,10.3389/fgene.2021.638708
33815148,Continuous and Intermittent Artificial Gravity as a Countermeasure to the Cognitive Effects of 60 Days of Head-Down Tilt Bed Rest,"Basner M, Dinges DF, Howard K, Moore TM, Gur RC, Mühl C, Stahn AC.",Front Physiol. 2021 Mar 17;12:643854. doi: 10.3389/fphys.2021.643854. eCollection 2021.,Basner M,Front Physiol,2021,4/5/21,PMC8009974,,10.3389/fphys.2021.643854
33815134,The Anticipation of Gravity in Human Ballistic Movement,"Waldvogel J, Ritzmann R, Freyler K, Helm M, Monti E, Albracht K, Stäudle B, Gollhofer A, Narici M.",Front Physiol. 2021 Mar 17;12:614060. doi: 10.3389/fphys.2021.614060. eCollection 2021.,Waldvogel J,Front Physiol,2021,4/5/21,PMC8010298,,10.3389/fphys.2021.614060
33803957,"Gravitational Experimental Platform for Animal Models, a New Platform at ESA's Terrestrial Facilities to Study the Effects of Micro- and Hypergravity on Aquatic and Rodent Animal Models","Bonnefoy J, Ghislin S, Beyrend J, Coste F, Calcagno G, Lartaud I, Gauquelin-Koch G, Poussier S, Frippiat JP.",Int J Mol Sci. 2021 Mar 15;22(6):2961. doi: 10.3390/ijms22062961.,Bonnefoy J,Int J Mol Sci,2021,4/3/21,PMC7998548,,10.3390/ijms22062961
33790880,"Methylobacterium ajmalii sp. nov., Isolated From the International Space Station","Bijlani S, Singh NK, Eedara VVR, Podile AR, Mason CE, Wang CCC, Venkateswaran K.",Front Microbiol. 2021 Mar 15;12:639396. doi: 10.3389/fmicb.2021.639396. eCollection 2021.,Bijlani S,Front Microbiol,2021,4/1/21,PMC8005752,,10.3389/fmicb.2021.639396
33809046,Classification of the Biogenicity of Complex Organic Mixtures for the Detection of Extraterrestrial Life,"Guttenberg N, Chen H, Mochizuki T, Cleaves HJ 2nd.",Life (Basel). 2021 Mar 12;11(3):234. doi: 10.3390/life11030234.,Guttenberg N,Life (Basel),2021,4/3/21,PMC8001260,,10.3390/life11030234
33712627,Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,"Hong X, Ratri A, Choi SY, Tash JS, Ronca AE, Alwood JS, Christenson LK.",NPJ Microgravity. 2021 Mar 12;7(1):11. doi: 10.1038/s41526-021-00139-7.,Hong X,NPJ Microgravity,2021,3/13/21,PMC7954810,,10.1038/s41526-021-00139-7
33750813,Evaluating the effect of spaceflight on the host-pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,"Barrila J, Sarker SF, Hansmeier N, Yang S, Buss K, Briones N, Park J, Davis RR, Forsyth RJ, Ott CM, Sato K, Kosnik C, Yang A, Shimoda C, Rayl N, Ly D, Landenberger A, Wilson SD, Yamazaki N, Steel J, Montano C, Halden RU, Cannon T, Castro-Wallace SL, Nickerson CA.",NPJ Microgravity. 2021 Mar 9;7(1):9. doi: 10.1038/s41526-021-00136-w.,Barrila J,NPJ Microgravity,2021,3/22/21,PMC7943786,,10.1038/s41526-021-00136-w
33800361,Dragon's Blood Regulates Rac1-WAVE2-Arp2/3 Signaling Pathway to Protect Rat Intestinal Epithelial Barrier Dysfunction Induced by Simulated Microgravity,"Li Y, Liu S, Liu H, Cui Y, Deng Y.",Int J Mol Sci. 2021 Mar 8;22(5):2722. doi: 10.3390/ijms22052722.,Li Y,Int J Mol Sci,2021,4/3/21,PMC7962842,,10.3390/ijms22052722
33686090,Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,"Vroom MM, Rodriguez-Ocasio Y, Lynch JB, Ruby EG, Foster JS.",NPJ Microgravity. 2021 Mar 8;7(1):8. doi: 10.1038/s41526-021-00138-8.,Vroom MM,NPJ Microgravity,2021,3/9/21,PMC7940393,,10.1038/s41526-021-00138-8
33674665,Predicting chromosome damage in astronauts participating in international space station missions,"Feiveson A, George K, Shavers M, Moreno-Villanueva M, Zhang Y, Babiak-Vazquez A, Crucian B, Semones E, Wu H.",Sci Rep. 2021 Mar 5;11(1):5293. doi: 10.1038/s41598-021-84242-5.,Feiveson A,Sci Rep,2021,3/6/21,PMC7935859,,10.1038/s41598-021-84242-5
33806638,Selective Proliferation of Highly Functional Adipose-Derived Stem Cells in Microgravity Culture with Stirred Microspheres,"Mashiko T, Kanayama K, Saito N, Shirado T, Asahi R, Mori M, Yoshimura K.",Cells. 2021 Mar 4;10(3):560. doi: 10.3390/cells10030560.,Mashiko T,Cells,2021,4/3/21,PMC7998608,,10.3390/cells10030560
33464389,Sensorimotor impairment and haptic support in microgravity,"Weber B, Riecke C, Stulp F.",Exp Brain Res. 2021 Mar;239(3):967-981. doi: 10.1007/s00221-020-06024-1. Epub 2021 Jan 19.,Weber B,Exp Brain Res,2021,1/19/21,PMC7943528,,10.1007/s00221-020-06024-1
33364446,Amyloid fibril formation is suppressed in microgravity,"Matsushita H, Isoguchi A, Okada M, Masuda T, Misumi Y, Ichiki Y, Ueda M, Ando Y.",Biochem Biophys Rep. 2020 Dec 17;25:100875. doi: 10.1016/j.bbrep.2020.100875. eCollection 2021 Mar.,Matsushita H,Biochem Biophys Rep,2020,12/28/20,PMC7750487,,10.1016/j.bbrep.2020.100875
33652750,The Emerging Role of Macrophages in Immune System Dysfunction under Real and Simulated Microgravity Conditions,"Sun Y, Kuang Y, Zuo Z.",Int J Mol Sci. 2021 Feb 26;22(5):2333. doi: 10.3390/ijms22052333.,Sun Y,Int J Mol Sci,2021,3/3/21,PMC7956436,,10.3390/ijms22052333
33668919,Network Analysis of Gene Transcriptions of Arabidopsis thaliana in Spaceflight Microgravity,"Manian V, Orozco J, Gangapuram H, Janwa H, Agrinsoni C.",Genes (Basel). 2021 Feb 25;12(3):337. doi: 10.3390/genes12030337.,Manian V,Genes (Basel),2021,3/6/21,PMC7996555,,10.3390/genes12030337
33633331,Modelling physiology of haemodynamic adaptation in short-term microgravity exposure and orthostatic stress on Earth,"Mohammadyari P, Gadda G, Taibi A.",Sci Rep. 2021 Feb 25;11(1):4672. doi: 10.1038/s41598-021-84197-7.,Mohammadyari P,Sci Rep,2021,2/26/21,PMC7907254,,10.1038/s41598-021-84197-7
33619250,The influence of spaceflight and simulated microgravity on bacterial motility and chemotaxis,"Acres JM, Youngapelian MJ, Nadeau J.",NPJ Microgravity. 2021 Feb 22;7(1):7. doi: 10.1038/s41526-021-00135-x.,Acres JM,NPJ Microgravity,2021,2/23/21,PMC7900230,,10.1038/s41526-021-00135-x
33669943,Changes in Exosome Release in Thyroid Cancer Cells after Prolonged Exposure to Real Microgravity in Space,"Wise PM, Neviani P, Riwaldt S, Corydon TJ, Wehland M, Braun M, Krüger M, Infanger M, Grimm D.",Int J Mol Sci. 2021 Feb 21;22(4):2132. doi: 10.3390/ijms22042132.,Wise PM,Int J Mol Sci,2021,3/6/21,PMC7924847,,10.3390/ijms22042132
33659879,Reference-guided metagenomics reveals genome-level evidence of potential microbial transmission from the ISS environment to an astronaut's microbiome,"Lee MD, O'Rourke A, Lorenzi H, Bebout BM, Dupont CL, Everroad RC.",iScience. 2021 Jan 29;24(2):102114. doi: 10.1016/j.isci.2021.102114. eCollection 2021 Feb 19.,Lee MD,iScience,2021,3/4/21,PMC7892915,,10.1016/j.isci.2021.102114
33659873,Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,"Laranjeiro R, Harinath G, Pollard AK, Gaffney CJ, Deane CS, Vanapalli SA, Etheridge T, Szewczyk NJ, Driscoll M.",iScience. 2021 Jan 29;24(2):102105. doi: 10.1016/j.isci.2021.102105. eCollection 2021 Feb 19.,Laranjeiro R,iScience,2021,3/4/21,PMC7890410,,10.1016/j.isci.2021.102105
33602737,Assembly of Bacterial Genome Sequences from Metagenomes of Spacecraft Assembly Cleanrooms,"Ilieva V, Steel B, Pratscher J, Olsson-Francis K, Macey MC.",Microbiol Resour Announc. 2021 Feb 18;10(7):e01439-20. doi: 10.1128/MRA.01439-20.,Ilieva V,Microbiol Resour Announc,2021,2/19/21,PMC7892670,,10.1128/MRA.01439-20
33594073,A review of alterations to the brain during spaceflight and the potential relevance to crew in long-duration space exploration,"Roy-O'Reilly M, Mulavara A, Williams T.",NPJ Microgravity. 2021 Feb 16;7(1):5. doi: 10.1038/s41526-021-00133-z.,Roy-O'Reilly M,NPJ Microgravity,2021,2/17/21,PMC7887220,,10.1038/s41526-021-00133-z
33589605,The combined effects of simulated microgravity and X-ray radiation on MC3T3-E1 cells and rat femurs,"Dong J, Wang H, Li G, Wang K, Tan Y, Zhang L, Wang Y, Hu Z, Cao X, Shi F, Zhang S.",NPJ Microgravity. 2021 Feb 15;7(1):3. doi: 10.1038/s41526-021-00131-1.,Dong J,NPJ Microgravity,2021,2/16/21,PMC7884416,,10.1038/s41526-021-00131-1
33579319,"Quantification of arterial, venous, and cerebrospinal fluid flow dynamics by magnetic resonance imaging under simulated micro-gravity conditions: a prospective cohort study","Zahid AM, Martin B, Collins S, Oshinski JN, Ethier CR.",Fluids Barriers CNS. 2021 Feb 12;18(1):8. doi: 10.1186/s12987-021-00238-3.,Zahid AM,Fluids Barriers CNS,2021,2/13/21,PMC7879666,,10.1186/s12987-021-00238-3
33643065,The Role of Long-Term Head-Down Bed Rest in Understanding Inter-Individual Variation in Response to the Spaceflight Environment: A Perspective Review,"Scott JPR, Kramer A, Petersen N, Green DA.",Front Physiol. 2021 Feb 11;12:614619. doi: 10.3389/fphys.2021.614619. eCollection 2021.,Scott JPR,Front Physiol,2021,3/1/21,PMC7904881,,10.3389/fphys.2021.614619
33558517,Gravity sensing in plant and animal cells,"Takahashi K, Takahashi H, Furuichi T, Toyota M, Furutani-Seiki M, Kobayashi T, Watanabe-Takano H, Shinohara M, Numaga-Tomita T, Sakaue-Sawano A, Miyawaki A, Naruse K.",NPJ Microgravity. 2021 Feb 8;7(1):2. doi: 10.1038/s41526-020-00130-8.,Takahashi K,NPJ Microgravity,2021,2/9/21,PMC7870899,,10.1038/s41526-020-00130-8
33613305,Repetitive Transcranial Magnetic Stimulation (rTMS) Improves the Gait Disorders of Rats Under Simulated Microgravity Conditions Associated With the Regulation of Motor Cortex,"Yang J, Liang R, Wang L, Zheng C, Xiao X, Ming D.",Front Physiol. 2021 Feb 4;12:587515. doi: 10.3389/fphys.2021.587515. eCollection 2021.,Yang J,Front Physiol,2021,2/22/21,PMC7890125,,10.3389/fphys.2021.587515
33540536,Immunity in Space: Prokaryote Adaptations and Immune Response in Microgravity,"Green MJ, Aylott JW, Williams P, Ghaemmaghami AM, Williams PM.",Life (Basel). 2021 Feb 2;11(2):112. doi: 10.3390/life11020112.,Green MJ,Life (Basel),2021,2/5/21,PMC7912908,,10.3390/life11020112
33564645,Space Medicine: Why Do Recently Published Papers about Telomere Length Alterations Increase our Uncertainty Rather than Reduce it?,"Bevelacqua JJ, Welsh J, Mortazavi SAR, Keshavarz M, Mortazavi SMJ.",J Biomed Phys Eng. 2021 Feb 1;11(1):103-108. doi: 10.31661/jbpe.v0i0.2005-1115. eCollection 2021 Feb.,Bevelacqua JJ,J Biomed Phys Eng,2021,2/10/21,PMC7859374,,10.31661/jbpe.v0i0.2005-1115
33103234,Long-duration spaceflight alters estimated intracranial pressure and cerebral blood velocity,"Iwasaki KI, Ogawa Y, Kurazumi T, Imaduddin SM, Mukai C, Furukawa S, Yanagida R, Kato T, Konishi T, Shinojima A, Levine BD, Heldt T.",J Physiol. 2021 Feb;599(4):1067-1081. doi: 10.1113/JP280318. Epub 2020 Nov 11.,Iwasaki KI,J Physiol,2021,10/26/20,PMC7894300,,10.1113/JP280318
33499085,Testing Lab-on-a-Chip Technology for Culturing Human Melanoma Cells under Simulated Microgravity,"Przystupski D, Górska A, Michel O, Podwin A, Śniadek P, Łapczyński R, Saczko J, Kulbacka J.",Cancers (Basel). 2021 Jan 22;13(3):402. doi: 10.3390/cancers13030402.,Przystupski D,Cancers (Basel),2021,1/27/21,PMC7866167,,10.3390/cancers13030402
33479427,Intestinal long non-coding RNAs in response to simulated microgravity stress in Caenorhabditis elegans,"Sun L, Li D, Yuan Y, Wang D.",Sci Rep. 2021 Jan 21;11(1):1997. doi: 10.1038/s41598-021-81619-4.,Sun L,Sci Rep,2021,1/22/21,PMC7820273,,10.1038/s41598-021-81619-4
33536932,Effects of Simulated Microgravity on Ultrastructure and Apoptosis of Choroidal Vascular Endothelial Cells,"Zhao H, Shi Y, Qiu C, Zhao J, Gong Y, Nie C, Wu B, Yang Y, Wang F, Luo L.",Front Physiol. 2021 Jan 18;11:577325. doi: 10.3389/fphys.2020.577325. eCollection 2020.,Zhao H,Front Physiol,2021,2/4/21,PMC7848211,,10.3389/fphys.2020.577325
33477454,From Spaceflight to Mars g-Levels: Adaptive Response of A. Thaliana Seedlings in a Reduced Gravity Environment Is Enhanced by Red-Light Photostimulation,"Villacampa A, Ciska M, Manzano A, Vandenbrink JP, Kiss JZ, Herranz R, Medina FJ.",Int J Mol Sci. 2021 Jan 18;22(2):899. doi: 10.3390/ijms22020899.,Villacampa A,Int J Mol Sci,2021,1/22/21,PMC7830483,,10.3390/ijms22020899
33467183,Real-Time Culture-Independent Microbial Profiling Onboard the International Space Station Using Nanopore Sequencing,"Stahl-Rommel S, Jain M, Nguyen HN, Arnold RR, Aunon-Chancellor SM, Sharp GM, Castro CL, John KK, Juul S, Turner DJ, Stoddart D, Paten B, Akeson M, Burton AS, Castro-Wallace SL.",Genes (Basel). 2021 Jan 16;12(1):106. doi: 10.3390/genes12010106.,Stahl-Rommel S,Genes (Basel),2021,1/20/21,PMC7830261,,10.3390/genes12010106
33467082,Survival Pathways Are Differently Affected by Microgravity in Normal and Cancerous Breast Cells,"Monti N, Masiello MG, Proietti S, Catizone A, Ricci G, Harrath AH, Alwasel SH, Cucina A, Bizzarri M.",Int J Mol Sci. 2021 Jan 16;22(2):862. doi: 10.3390/ijms22020862.,Monti N,Int J Mol Sci,2021,1/20/21,PMC7829699,,10.3390/ijms22020862
